site_id,facility_city,facility_lon,facility_lat,province,region,avg_direct_distance_km,capacity_min_ton,capacity_max_ton,fixed_cost_yuan,capacity_cost_yuan_per_ton,processing_cost_yuan_per_t,processing_emission_tco2_per_t,data_version
162,韶关市,113.9224,25,广东省,east,1315.5448247978436,5340478.622188418,66387521.19229078,780123996.6295444,14.277440161826139,82.6056,0.04,net_v1.0.0-20260703
177,肇庆市,112.0767,24,广东省,east,1358.4478167115903,5920920.556042812,63461497.26706646,699877652.6907065,14.692994587002065,82.6056,0.04,net_v1.0.0-20260703
201,桂林市,110.6795,25,广西壮族自治区,west,1298.6061455525607,4375547.231791542,48432360.67803915,567723484.0814176,10.262767693025316,71.4353,0.04,net_v1.0.0-20260703
203,桂林市,110.5305,25,广西壮族自治区,west,1299.695525606469,3906203.2935683634,49324294.66498396,529101363.5313286,12.200586446052801,71.4353,0.04,net_v1.0.0-20260703
202,桂林市,110.5284,25,广西壮族自治区,west,1299.7119407008086,3571217.5729367593,53417226.706882626,458893553.02600574,12.745458944642552,71.4353,0.04,net_v1.0.0-20260703
214,柳州市,109.5155,25,广西壮族自治区,west,1311.2144204851752,3838267.3291990887,51490011.349591926,516393988.76590234,10.305093774247828,71.4353,0.04,net_v1.0.0-20260703
1023,新星市,94.1323,43,新疆维吾尔自治区,west,2104.2474932614555,3796311.1061471114,54499372.704354644,510567117.2282386,10.984119639240594,71.4353,0.04,net_v1.0.0-20260703
1025,新星市,94.0247,43,新疆维吾尔自治区,west,2110.0201617250673,4152746.3137047254,47565098.59911186,471481598.5191954,11.090232395323827,71.4353,0.04,net_v1.0.0-20260703
1024,哈密市,93.9272,43,新疆维吾尔自治区,west,2115.2767654986524,3519155.374980193,46689119.523284964,482946646.01409936,11.596347158853328,71.4353,0.04,net_v1.0.0-20260703
977,哈密市,92.6005,43,新疆维吾尔自治区,west,2188.466900269542,4289796.816441789,52987195.86911383,543460669.3468615,12.47742002056001,71.4353,0.04,net_v1.0.0-20260703
585,徐州市,117.3412,34,江苏省,east,1170.3120485175202,5292288.18571591,62622077.18614619,785838967.9565088,14.318861957456027,82.6056,0.04,net_v1.0.0-20260703
586,徐州市,117.3548,34,江苏省,east,1170.8134501347708,4946356.896413583,67880303.79529859,640880357.5329167,17.37677191121762,82.6056,0.04,net_v1.0.0-20260703
587,徐州市,117.4623,34,江苏省,east,1174.8367654986523,5192539.629044928,75016630.70044085,635435560.2381642,14.570330819912561,82.6056,0.04,net_v1.0.0-20260703
578,宿迁市,118.3346,34,江苏省,east,1210.513153638814,5481400.883889329,65133445.521670714,702258865.211373,17.443220725997538,82.6056,0.04,net_v1.0.0-20260703
624,宜春市,114.9081,29,江西省,central,1147.8468733153638,4075888.554368545,62295771.88488492,679590558.5073645,14.873962049812018,76.3018,0.04,net_v1.0.0-20260703
626,宜春市,115.0423,29,江西省,central,1150.8719676549865,5046456.874608537,58719746.52030584,616910400.8617208,14.491284697989059,76.3018,0.04,net_v1.0.0-20260703
625,宜春市,115.103,29,江西省,central,1152.2859838274933,4281161.692660251,60326548.56345096,593532697.6973947,12.386395300827326,76.3018,0.04,net_v1.0.0-20260703
611,九江市,115.3561,29,江西省,central,1158.4945552560646,4657989.339609385,57295848.41105476,637533692.3618411,14.498872574204958,76.3018,0.04,net_v1.0.0-20260703
322,邯郸市,114.3504,37,河北省,east,1179.4979245283018,5128243.04797566,67169110.11417727,764894940.5693018,17.219690657643397,82.6056,0.04,net_v1.0.0-20260703
323,邯郸市,114.3858,37,河北省,east,1179.943153638814,5936468.302771637,63874533.84441147,755489169.6292605,15.136669013020766,82.6056,0.04,net_v1.0.0-20260703
321,邯郸市,114.558,37,河北省,east,1182.2324258760107,4970388.179538923,73228210.98017593,643559619.0795912,16.1999377462948,82.6056,0.04,net_v1.0.0-20260703
340,邢台市,114.7274,37,河北省,east,1184.6874932614555,5811826.020537632,66859161.2398388,690987421.4029343,14.083628334999847,82.6056,0.04,net_v1.0.0-20260703
368,南阳市,112.3457,33,河南省,central,1069.0233962264151,4672815.941164386,62043710.508896,651389535.3831109,12.58003386971098,76.3018,0.04,net_v1.0.0-20260703
367,南阳市,112.3983,33,河南省,central,1069.0608355795148,4375533.314679335,53856693.9633813,650872459.1112906,13.831473405576709,76.3018,0.04,net_v1.0.0-20260703
366,南阳市,112.4398,33,河南省,central,1069.1043396226416,4931014.851013791,62651551.67553582,601581470.2853264,12.5965904740501,76.3018,0.04,net_v1.0.0-20260703
362,洛阳市,112.2279,34,河南省,central,1079.548679245283,4630962.930959587,62944291.45460832,568990608.666938,13.813792064357749,76.3018,0.04,net_v1.0.0-20260703
1097,衢州市,118.5461,29,浙江省,east,1276.7709973045821,5116974.367392643,67234627.56118657,761858125.6428597,17.83006623704215,82.6056,0.04,net_v1.0.0-20260703
1096,衢州市,118.6687,29,浙江省,east,1282.7158221024258,5387446.788945686,63176693.74513894,784915472.0585178,15.808520945424256,82.6056,0.04,net_v1.0.0-20260703
1095,衢州市,118.6944,29,浙江省,east,1283.9798652291106,5054394.008786151,68090437.2095697,799971566.8315848,14.848393015865696,82.6056,0.04,net_v1.0.0-20260703
1082,湖州市,119.7363,31,浙江省,east,1287.0564959568733,5675866.30175734,74564612.59798218,657304035.7800545,15.141727471054566,82.6056,0.04,net_v1.0.0-20260703
308,文昌市,110.8385,20,海南省,east,1668.767897574124,5763262.253019024,66215355.98132557,819866269.8003712,17.89770551466921,82.6056,0.04,net_v1.0.0-20260703
306,文昌市,110.852,20,海南省,east,1668.7687870619945,5489579.502603408,69375222.24203275,782805765.3993373,16.12915362138879,82.6056,0.04,net_v1.0.0-20260703
307,文昌市,110.7008,20,海南省,east,1668.8455256064688,5119099.948959793,63721873.99464767,778113837.6961193,17.488270809955434,82.6056,0.04,net_v1.0.0-20260703
278,海口市,110.4969,20,海南省,east,1669.2614824797845,5812484.940956597,62311003.13028283,729185394.7798313,14.372757973515014,82.6056,0.04,net_v1.0.0-20260703
482,襄阳市,112.0174,32,湖北省,central,1067.5798921832884,4379504.801498542,60815328.38786762,567711227.4236537,12.5875590025616,76.3018,0.04,net_v1.0.0-20260703
481,襄阳市,111.8008,32,湖北省,central,1068.0815094339623,4925454.66214574,63222193.233892836,587040024.0498278,13.269514352025332,76.3018,0.04,net_v1.0.0-20260703
480,襄阳市,111.771,32,湖北省,central,1068.179433962264,4458201.495192778,54844666.07305104,691453103.7678928,14.913248140885063,76.3018,0.04,net_v1.0.0-20260703
466,随州市,113.2531,32,湖北省,central,1071.121347708895,4979130.0298577715,62251858.296292804,608050248.8614358,14.807685433723561,76.3018,0.04,net_v1.0.0-20260703
523,张家界市,110.4249,30,湖南省,central,1100.8309703504042,4262616.411537073,57718036.168889515,547494452.5400094,12.805106137408805,76.3018,0.04,net_v1.0.0-20260703
491,常德市,111.5117,29,湖南省,central,1116.9358760107818,5100590.100344313,58778138.093648836,548623544.8616934,14.285739749262564,76.3018,0.04,net_v1.0.0-20260703
490,常德市,111.4989,29,湖南省,central,1116.9825067385445,4324064.335131059,53253537.39886765,621610536.6267222,12.573356855521933,76.3018,0.04,net_v1.0.0-20260703
489,常德市,111.4341,29,湖南省,central,1117.236064690027,4249194.674767833,54227858.53780887,617706487.5127699,13.319918503836536,76.3018,0.04,net_v1.0.0-20260703
109,平凉市,107.3057,35,甘肃省,west,1174.7334770889488,4239985.052885357,50302869.81504511,548399413.2216524,13.052576619172498,71.4353,0.04,net_v1.0.0-20260703
110,平凉市,107.295,35,甘肃省,west,1175.0396765498654,4415986.770708155,48323091.066293426,545306808.8252118,12.580408974245106,71.4353,0.04,net_v1.0.0-20260703
108,平凉市,107.2563,35,甘肃省,west,1176.1516172506738,4116208.248047122,46930188.10080958,515629615.6451664,10.781874532942428,71.4353,0.04,net_v1.0.0-20260703
112,庆阳市,107.7921,36,甘肃省,west,1189.6388140161725,4348626.575603999,46203158.02813196,587262750.2613564,12.014975380291174,71.4353,0.04,net_v1.0.0-20260703
62,南平市,118.0757,27,福建省,east,1338.0183557951482,5758248.385848167,74383574.72022481,741968831.5203487,15.739591539522099,82.6056,0.04,net_v1.0.0-20260703
61,南平市,118.2277,27,福建省,east,1345.0270350404314,4854434.9675328275,64824257.73267915,674325745.6868138,17.171647516525987,82.6056,0.04,net_v1.0.0-20260703
60,南平市,118.2351,27,福建省,east,1345.3741509433962,5888845.003597485,70044837.45297691,700191467.2714467,15.792831480138096,82.6056,0.04,net_v1.0.0-20260703
73,三明市,117.2958,26,福建省,east,1356.4319946091646,5543760.764526215,61901296.95632576,708408693.0441341,14.170576879422335,82.6056,0.04,net_v1.0.0-20260703
935,昌都市,97.6973,31,西藏自治区,west,1649.8728571428571,3636727.863491091,47099370.64162156,500922879.9636895,10.504819526573623,71.4353,0.04,net_v1.0.0-20260703
933,昌都市,97.6834,31,西藏自治区,west,1650.8130458221024,4087167.0668987767,47484017.29968328,467531806.16824037,11.917701971632363,71.4353,0.04,net_v1.0.0-20260703
934,昌都市,97.4759,31,西藏自治区,west,1664.9474123989219,3672180.998700433,48558468.27491079,535145561.86819124,11.071320566783388,71.4353,0.04,net_v1.0.0-20260703
940,林芝市,95.3946,29,西藏自治区,west,1854.4751212938006,3920290.8645683415,51736267.57330297,509606518.03907615,10.484105040240598,71.4353,0.04,net_v1.0.0-20260703
250,铜仁市,108.6948,28,贵州省,west,1184.8998652291104,3781170.291308777,54492915.08851892,498295217.996599,11.60754842635319,71.4353,0.04,net_v1.0.0-20260703
249,铜仁市,108.6717,28,贵州省,west,1185.3857681940701,4123534.630690322,48821053.91906778,539816448.3635509,12.683351303843772,71.4353,0.04,net_v1.0.0-20260703
251,铜仁市,108.5555,28,贵州省,west,1187.8809703504044,4082566.0347099686,45529846.39677585,547410374.0382922,12.475717573793641,71.4353,0.04,net_v1.0.0-20260703
252,遵义市,107.1981,28,贵州省,west,1223.0497843665767,3815986.3088115067,47837901.122870184,483204001.6568146,11.873499607403522,71.4353,0.04,net_v1.0.0-20260703
652,葫芦岛市,120.0357,41,辽宁省,east,1539.465040431267,5260938.622041858,70783872.45935148,791129425.8283154,17.55140725161085,82.6056,0.04,net_v1.0.0-20260703
653,葫芦岛市,120.0689,41,辽宁省,east,1540.6971428571428,4891224.738089667,68056617.40161361,756980507.9529272,14.91621457368527,82.6056,0.04,net_v1.0.0-20260703
651,葫芦岛市,120.1219,41,辽宁省,east,1542.6732075471698,5100298.965412593,62682854.034548044,670675590.8539038,16.11431326751072,82.6056,0.04,net_v1.0.0-20260703
638,朝阳市,120.1384,41,辽宁省,east,1543.292318059299,6103208.873768091,65713512.05223752,707366990.9462353,16.317171776531506,82.6056,0.04,net_v1.0.0-20260703
1111,重庆市,107.9234,30,重庆市,west,1147.9275471698113,4262307.4343141215,45699792.07997506,536281117.4745659,12.024229710043665,71.4353,0.04,net_v1.0.0-20260703
837,商洛市,110.0206,34,陕西省,west,1096.472614555256,3601501.4861115976,47026051.07188394,464314900.8375195,10.660231837942357,71.4353,0.04,net_v1.0.0-20260703
839,商洛市,109.7897,34,陕西省,west,1099.9145283018868,4147964.9232101636,53406576.61127116,490680057.24669456,11.962571073865563,71.4353,0.04,net_v1.0.0-20260703
838,商洛市,109.7858,34,陕西省,west,1099.976576819407,3716123.3217381127,47557324.15265784,532923608.060194,12.782539116986428,71.4353,0.04,net_v1.0.0-20260703
830,安康市,109.1113,33,陕西省,west,1101.0775471698114,3709320.5580324144,53818034.84979801,576352980.6244017,10.629794731709477,71.4353,0.04,net_v1.0.0-20260703
731,海东市,102.4161,36,青海省,west,1392.0126954177897,3641495.1602654913,47157279.78388725,512834994.45068043,10.55178680691042,71.4353,0.04,net_v1.0.0-20260703
730,海东市,102.3858,36,青海省,west,1393.4967385444743,4020814.6909742835,50490111.47063061,571211424.8345864,10.945813446982433,71.4353,0.04,net_v1.0.0-20260703
729,海东市,102.1805,36,青海省,west,1403.6558760107816,3828419.2417736794,47909247.68855363,592209769.2403772,12.605255625683537,71.4353,0.04,net_v1.0.0-20260703
739,黄南藏族自治州,101.7253,35,青海省,west,1406.3192991913747,4145795.0982882422,45405129.92017297,580507248.7172359,12.28869136388428,71.4353,0.04,net_v1.0.0-20260703
952,香港特别行政区,114.2167,23,香港特别行政区,east,1454.9672776280322,5381478.068653826,62273421.07489894,706698907.775967,17.338288141373432,82.6056,0.04,net_v1.0.0-20260703
401,大庆市,124.5331,46,黑龙江省,east,2050.372587601078,4858616.8161734,72378482.31208415,773245619.2428483,17.430722581111603,82.6056,0.04,net_v1.0.0-20260703
399,大庆市,124.7428,46,黑龙江省,east,2059.3274932614554,5878177.162018044,68990295.6301583,797010917.0924132,14.960131503288173,82.6056,0.04,net_v1.0.0-20260703
400,大庆市,124.8425,46,黑龙江省,east,2063.637331536388,5080090.178088678,61664873.71715933,734131135.0086434,14.874767637066517,82.6056,0.04,net_v1.0.0-20260703
428,齐齐哈尔市,124.4241,48,黑龙江省,east,2198.580592991914,6057173.545444267,72478483.56196448,795140859.5015255,16.43486126997552,82.6056,0.04,net_v1.0.0-20260703
